"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 27 12:14:25 GMT 2023","Mon Nov 27 12:14:27 GMT 2023","2257","Dummy_API-Suite-001","Test-API-001","Runner.Runner","Runner.Runner","runScenario","Runs Cucumber Scenarios",""
